0,0
0,1
0,2
1,3
2,4
3,5
4,6
5,7
6,8
7,9
8,10
9,11
10,12
11,13
12,14
13,15
14,16
15,17
16,18
17,19
18,20
19,21
20,22
21,23
22,24
23,25
24,26
25,27
26,28
27,29
28,30
29,31
30,32
31,33
32,34
33,35
34,35
35,35
36,36
37,36
38,36
39,36
40,36
41,36
42,36
43,36
44,37
45,37
46,37
47,37
48,37
49,37
50,37
51,37
52,38
53,38
54,38
55,39
56,40
57,41
58,42
59,43
60,44
61,44
62,44
63,44
64,44
65,44
66,44
67,44
68,44
69,44
70,44
71,44
72,44
73,44
74,44
75,44
76,44
77,44
78,44
79,44
80,44
81,44
82,44
83,44
84,44
85,44
86,44
87,44
88,44
89,44
90,44
91,44
92,44
93,45
94,46
95,47
96,47
97,47
98,48
99,49
100,50
101,51
102,52
103,53
104,54
105,55
106,56
107,57
108,58
109,59
110,60
111,61
112,62
113,63
114,64
115,64
116,64
117,64
118,64
119,64
120,65
121,65
122,65
123,65
124,66
125,67
126,67
127,67
128,67
129,67
130,67
131,67
132,68
133,69
134,70
135,71
136,72
137,73
138,74
139,75
140,76
141,77
142,77
143,77
144,77
145,78
146,79
147,80
148,81
149,82
150,83
151,84
152,85
153,86
154,87
155,88
156,89
157,89
158,89
159,89
160,90
161,91
162,92
163,93
164,94
165,95
166,96
167,96
168,96
169,96
170,96
171,96
172,96
173,97
174,98
175,99
176,100
177,101
178,101
179,101
180,102
181,103
182,104
183,105
184,106
185,106
186,106
187,106
188,106
189,106
190,107
191,108
192,109
193,110
194,111
195,112
196,112
197,112
198,112
199,112
200,112
201,112
202,112
203,112
204,112
205,112
206,112
207,112
208,112
209,112
210,112
211,112
212,112
213,112
214,112
215,112
216,112
217,112
218,112
219,113
220,114
221,114
222,114
223,115
224,116
225,117
226,118
227,119
228,120
229,121
230,121
231,121
232,121
233,121
234,121
235,121
236,121
237,121
238,121
239,121
240,121
241,121
242,121
243,121
244,121
245,121
246,121
247,121
248,121
249,121
250,121
251,121
252,122
253,123
254,124
255,125
256,126
257,127
258,128
259,129
260,130
261,131
262,132
263,133
264,134
265,135
266,136
267,137
268,138
269,139
270,139
271,139
272,140
273,141
274,142
275,143
276,144
277,145
278,146
279,146
280,146
281,147
282,148
283,149
284,150
285,151
286,152
287,153
288,154
289,154
290,154
291,154
292,154
293,154
294,154
295,154
296,154
297,154
298,154
299,154
300,154
301,154
302,154
303,154
304,154
305,154
306,154
307,154
308,154
309,154
310,154
311,154
312,154
313,154
314,154
315,154
316,154
317,154
318,154
319,154
320,154
321,154
322,154
323,154
324,154
325,155
326,156
327,157
328,158
329,159
330,160
331,161
332,162
333,163
334,164
335,164
336,164
337,165
338,166
339,167
340,168
341,169
342,170
